Name,URL,Description,Logo,Users,Active Users
cyberplace.social,https://cyberplace.social,"Cybersecurity, fandom, video games, technology, dog photos and most importantly, you.",https://cyberplace.social/system/site_uploads/files/000/000/002/@1x/337044480814c921.png,8400,677.0
defcon.social,https://defcon.social,"DEFCON.social is a place for hackers, policy, researchers, activists, artists, lawyers, infosec, natsec, academics, feds, cyberpunks and those interested in the intersection of technology & society.",https://files.defcon.social/dcsocial-s3/site_uploads/files/000/000/017/@1x/7517711337791ea1.png,8366,1215.0
socel.net,https://socel.net,"Socel is a place for animation professionals, freelancers, independents, students, and fans to connect and grow together. Everyone in related fields are also welcome. ",https://cdn.masto.host/socelnet/site_uploads/files/000/000/002/@1x/80d038b798be5c8e.png,8323,677.0
pewtix.com,https://pewtix.com,"Discutez avec des milliers d'utilisateurs sur cette plateforme de partage décentralisé, envoyez des Pouets !",https://pewtix.com/system/site_uploads/files/000/000/001/@1x/fediverse.png,8315,320.0
hostux.social,https://hostux.social,"European mastodon instance hosted in Luxembourg. Also beer, privacy and free software lovers. Join us!
This service is managed by alarig and valere.
Photo from https://www.flickr.com/photos/cogdog/",https://hostux.social/system/site_uploads/files/000/000/003/@1x/6fbf6191c3bfd741.png,8045,560.0
mastodon.fun,https://mastodon.fun,NS中文嘟嘟（Mastodon中文社区）致力于维护一个安宁、平和的社区环境，欢迎在这里安家！,https://me.ns.ci/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,7958,679.0
101010.pl,https://101010.pl,101010.pl czyli najstarszy polski serwer Mastodon. Posiadamy wpisy do 2048 znaków.,https://101010.pl/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,7888,661.0
twit.social,https://twit.social,The official Mastodon of the TWiT Podcast Network,https://cdn.masto.host/twitsocial/site_uploads/files/000/000/018/@1x/375435b10f1c4533.png,7857,2322.0
h4.io,https://h4.io,"h4.io est une instance Mastodon française, généraliste et stable. Inscris-toi, présente-toi et découvre simplement de nouvelles personnes !",https://cdn.h4.io/site_uploads/files/000/000/005/@1x/4604cfe125c41bb5.png,7827,485.0
botsin.space,https://botsin.space,A Mastodon instance for bots and bot allies.,https://files.botsin.space/site_uploads/files/000/000/003/@1x/f094348494098e9e.png,7791,2188.0
econtwitter.net,https://econtwitter.net,"Migration from #econtwitter, but in no way affiliated with twitter.com.

Discussion, both serious and light-hearted, on economic topics as well as other related fields.

",https://econtwitter.net/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,7776,995.0
dice.camp,https://dice.camp,A Mastodon server for RPG folks to hang out and talk. Not owned by a billionaire.,https://cdn.masto.host/dicecamp/site_uploads/files/000/000/001/@1x/DSC00799.png,7742,2177.0
g0v.social,https://g0v.social,"去中心化社群架設的去中心化社群網站。宇宙小酒館。請遵守社群守則 https://g0v.social/about/more

Our mantra: https://devpoga.org/blog/2023-01-22_mantra_g0v_social/",https://objects.g0v.social/site_uploads/files/000/000/002/@1x/2c0fe3fb6fc1b092.png,7291,1076.0
mastodont.cat,https://mastodont.cat,"Des d'el 13 d'abril del 2017, servidor social en català per a la comunitat de llengua i cultura catalanes d'arreu d'internet.
",https://mastodont.cat/system/site_uploads/files/000/000/007/@1x/87afb75d38b065f0.png,7213,1207.0
nojack.easydns.ca,https://nojack.easydns.ca,"Clean, civil, clueful Mastodon instance for easyDNS members, techies and weirdos. SPAM BOTS WILL BE SUSPENDED",https://nojack.easydns.ca/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,6956,28.0
stranger.social,https://stranger.social,"Welcome to Stranger Social, where strangers become friends and the world becomes a little smaller. We're a friendly and welcoming community that's open to everyone - so come on in and join the party!",https://us-southeast-1.linodeobjects.com/stranger-social-bucket/site_uploads/files/000/000/001/@1x/0b1c8f50a0b9fe32.png,6845,512.0
social.librem.one,https://social.librem.one,"Librem Social is an opt-in public network. Messages are shared under <a href=""https://creativecommons.org/licenses/by-sa/4.0/"">Creative Commons BY-SA 4.0</a> license terms. <a href=""https://librem.one/policy/"">Policy.</a><br /><br />

<a href=""https://librem.one/stay-safe/"">Stay safe.</a> Please abide by our <a href=""https://librem.one/conduct/"">code of conduct</a>.<br /><br />

(<a href=""https://source.puri.sm/liberty/smilodon"">Source code</a>)",https://social.librem.one/system/site_uploads/files/000/000/002/original/find-me.jpg?1558106929,6804,961.0
vocalodon.net,https://vocalodon.net,"ボーカロイド好きが集うMastodonインスタンス、通称「ボカロ丼（ボカロドン）」です。
** This server is for ""Vocaloid"" lovers. If you are not, please select other server. **",https://vcldn.s3.amazonaws.com/site_uploads/files/000/000/001/original/elephant-fren.png,6704,353.0
mstdn.science,https://mstdn.science,"http://mstdn.science is a place for people our field (microbiology), scientists in general, and science enthusiasts to discuss research and topics surrounding our work.",https://static.mstdn.science/site_uploads/files/000/000/003/@1x/a34ceaba15a461e0.png,6651,1285.0
bae.st,https://bae.st,The official flagship Akkoma instance,https://bae.st/instance/thumbnail.jpeg,6561,
truthsocial.co.in,https://truthsocial.co.in,Let's Make Social Media Great Again. Truth Social coin is run by AGK FIRE INC to provide a space that lets users be themselves. ,https://truthsocial.co.in/system/site_uploads/files/000/000/006/@1x/830f7f90299ae028.png,6535,36.0
vipgirlfriend.xxx,https://vipgirlfriend.xxx,,https://vipgirlfriend.xxx/system/site_uploads/files/000/000/001/original/vipgirls.jpg,6432,26.0
graphics.social,https://graphics.social,"A gathering place for the computer graphics community to discuss 3D and 2D graphics, computer science, and any related topics. Everyone is welcome here.",https://cdn.masto.host/graphicssocial/site_uploads/files/000/000/004/@1x/f8f386987b961208.png,6363,358.0
pol.social,https://pol.social,Serwer głównie dla użytkowników polskojęzycznych.,https://pol.social/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,6157,439.0
queer.party,https://queer.party,A silly instance of Mastodon for queer folk and non-queer folk alike. Let's be friends!,https://content.queer.party/media/site_uploads/files/000/000/001/@1x/219459fb3b954ad6.png,6121,485.0
vis.social,https://vis.social,"vis.social is an open social platform for creative people, especially anyone in SciArt, SciComm, data, visualization, creative coding, and related arts and research. English is the common language of the instance. ",https://cdn.masto.host/vissocial/site_uploads/files/000/000/001/@1x/vissocial-thumb.png,6119,468.0
mast.lat,https://mast.lat,Servidor de Mastodon en Español de temática general para todos los hispanohablantes unidos. ¡Tu lugar ideal para empezar en esta red social!,https://media.mast.lat/mast/site_uploads/files/000/000/001/@1x/cdf1869faa36b82c.png,6107,581.0
helladoge.com,https://helladoge.com,COMMUNISTAGRAM: get dogecoin for dogeing and surfing!,https://mahdoge-production.s3.us-east-1.amazonaws.com/site_uploads/files/000/000/001/original/preview.jpg,6064,
urbanists.social,https://urbanists.social,"We're a server for people who like bikes, transit, and walkable cities. Let's get to know each other!",https://urbanists.social/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,5797,1002.0
mastodonners.nl,https://mastodonners.nl,"Mastodonners is een Nederlandse Mastodon server, voor de Nederlandse en Belgische community. Wij zijn tevens via mastodonners.be te bereiken.",https://s3-us-east-2.amazonaws.com/mastodonners/site_uploads/files/000/000/008/@1x/dc4563557d60766c.png,5774,529.0
dju.social,https://dju.social,"Die Deutsche Journalistinnen- und Journalisten-Union (dju) in ver.di bietet hier einen Raum für Medienmenschen und alle, die an einem freundlichen und konstruktiven Austausch interessiert sind.",https://dju.social/system/site_uploads/files/000/000/002/@1x/3433a40a2f5dcf7d.png,5773,495.0
livellosegreto.it,https://livellosegreto.it,Livello Segreto è il social etico che ha rispetto di te e del tuo tempo.,https://cdn.masto.host/livellosegretoit/site_uploads/files/000/000/005/@1x/ae2c2ed79689631b.png,5603,927.0
union.place,https://union.place,"The Union Place: a federated server for union members, organizations, friends, and allies. If you support labor and labor rights, you have a place here!",https://media.union.place/site_uploads/files/000/000/001/@1x/191e0b628a227ef2.png,5575,484.0
imastodon.net,https://imastodon.net,"im@stodon is unofficial mastodon instance for fans of THE IDOLM@STER. 
アイマストドンはアイマスに興味がある皆さんのための非公式なマストドンインスタンスです。",https://cdn.imastodon.net/site_uploads/files/000/000/001/@1x/52f9b05b0b550090.png,5545,376.0
kirakiratter.com,https://kirakiratter.com,Kirakiratter is an Aikatsu-themed Mastodon instance!,https://kirakiratter.com/packs/media/images/preview-b18b10f8f45aff701946d67e8e7f259f.jpg,5525,145.0
friendica.vrije-mens.org,https://friendica.vrije-mens.org,"Open node voor vrije mensen en delen met andere sociale netwerken. Gebruikers die binnen een maand na registratie niet hebben ingelogd, worden automatisch weer verwijderd. Gebruikers die 6 maanden niet hebben ingelogd, worden ook automatisch verwijderd.",https://friendica.vrije-mens.org/images/friendica-banner.jpg,5390,
toot.funami.tech,https://toot.funami.tech,"Safe and free-for-all hang out space without hate, discrimination, operated by YuruVerse / YuruVerse에 의해 운영되는 혐오와 차별이 없는 자유로운 대화 공간.",https://cdn.toot.funami.tech/site_uploads/files/000/000/005/@1x/74489540796a114b.png,5386,155.0
geekdom.social,https://geekdom.social,Geekdom is a high-performance Mastodon server for geeks of any variety.,https://objstorage.f7it.net/masto1/site_uploads/files/000/000/001/@1x/97d25825b771b914.png,5324,589.0
ruby.social,https://ruby.social,"If you are interested in the Ruby programming language, come join us! Tell us about yourself when signing up.

If you just want to join Mastodon, another server will be a better place for you.",https://cdn.masto.host/rubysocial/site_uploads/files/000/000/001/@1x/3b72401f26cba97a.png,5315,1226.0
social.politicaconciencia.org,https://social.politicaconciencia.org,"Foro que privilegia el diálogo informado y respetuoso; un entorno apropiado para expresarte sin ser censurado por tu ideología o tus creencias. Temáticas: Política, Ciencia y Cultura. 750 caracteres.",https://social.politicaconciencia.org/system/site_uploads/files/000/000/004/@1x/12babe22b4e0ea9d.png,5312,161.0
pixelfed.uno,https://pixelfed.uno,"Pixelfed is an image sharing platform, an ethical alternative to centralized platforms.",https://pixelfed.uno/storage/headers/default.jpg,5281,
pxlmo.com,https://pxlmo.com,"Pxlmo is an image sharing platform, an ethical alternative to centralized platforms.",https://assets.pxlmo.com/public/headers/17jfGxjh7UaHk2GDkG4KcyQx4OCL9KRuyU3chQMw.jpg,5242,
lou.lt,https://lou.lt,Instance francophone toujours là depuis 2017 et qui n'a pas prévu de s'arrêter ! Ici on pouette un peu de tout mais toujours dans le respect de la loi et des autres. ,https://lou.lt/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,5224,65.0
metalhead.club,https://metalhead.club,Metalhead.club is a Mastodon instance hosted in Germany and powered by 100% green energy.,https://media.metalhead.club/site_uploads/files/000/000/002/@1x/e4de632614742860.png,5224,788.0
zirk.us,https://zirk.us,"Literature, philosophy, film, music, culture, politics, history, architecture: join the circus of the arts and humanities! For readers, writers, academics or anyone wanting to follow the conversation.",https://cdn.masto.host/zirkus/site_uploads/files/000/000/007/@1x/961b70e3e6dae35e.png,5164,1234.0
toot.aquilenet.fr,https://toot.aquilenet.fr,"Aquilenet, fournisseur d'accès à Internet associatif, local et militant en Aquitaine vous accueille sur son instance Mastodon !",https://toot.aquilenet.fr/system/site_uploads/files/000/000/005/@1x/1dd144ba90f2f304.png,5163,511.0
fediscience.org,https://fediscience.org,Fediscience is the social network for scientists.,https://fediscience.org/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,5038,1497.0
masto.pt,https://masto.pt,Masto.pt é uma instância de Mastodon para pessoas que falam Português.,https://cdn.masto.host/mastopt/site_uploads/files/000/000/004/@1x/1bb53ccc2469555b.png,4997,656.0
ura-mstdn.com,https://ura-mstdn.com,,https://ura-mstdn.com/packs/media/images/preview-5df98290371ead9a70bc3cd4733bbfa7.jpg,4864,180.0
ecoevo.social,https://ecoevo.social,"Dedicated to Ecology and Evolution. We welcome academics, students, industry scientists, folks from other fields with links to E&E, scientific societies, and nature enthusiasts in general.",https://cdn.masto.host/ecoevosocial/site_uploads/files/000/000/001/@1x/a47e08d357993b41.png,4833,1188.0
mastodontti.fi,https://mastodontti.fi,"Tämä on ihmisille tarkoitettu suomenkielinen Mastodon-instanssi, jota moderoidaan aktiivisesti.",https://cdn.masto.host/mastodontti/site_uploads/files/000/000/005/@1x/0b6c175160087419.png,4818,781.0
scholar.social,https://scholar.social,"Microblogging for researchers, grad students, librarians, archivists, undergrads, high schoolers, educators, research assistants, profs—anyone involved in learning who engages with others respectfully",https://cdn.masto.host/scholarsocial/site_uploads/files/000/000/001/@1x/610c83f29206cef9.png,4805,597.0
mstdn.guru,https://mstdn.guru,,https://mstdn.guru/packs/media/images/preview-9a17d32fc48369e8ccd910a75260e67d.jpg,4743,976.0
cupoftea.social,https://cupoftea.social,"A Small Community Mastodon Server for Casual Chit-Chat. UK Based, A place for good and wholesome content.",https://cdn.cupoftea.social/site_uploads/files/000/000/003/@1x/d66b885f40f50a8a.png,4707,397.0
mastodonczech.cz,https://mastodonczech.cz,Mastodon pro českou komunitu,https://mastodonczech.cz/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,4697,757.0
squeet.me,https://squeet.me,"Friendica server with the (nearly) most current development code. Mostly stable, sometimes (a little bit) unstable.",https://squeet.me/images/friendica-banner.jpg,4665,
rollenspiel.social,https://rollenspiel.social,"rollenspiel.social wird von RollenspielMonster bereitgestellt. Wir bieten einen Platz für Rollenspiel, Pen & Paper, Tabletop, TCG und vieles mehr.
Die primäre Sprache ist Deutsch.",https://rollenspiel.social/system/site_uploads/files/000/000/003/@1x/40f9587c73fa9c9a.png,4482,689.0
gensokyo.town,https://gensokyo.town,東方Projectが好きな人達が集まるマストドンサーバーです。This is a mastodon server for people who like Touhou Project. Since 2017/12/22,https://s3.ap-northeast-1.wasabisys.com/gensokyo-tokyo-media/site_uploads/files/000/000/001/original/serverthumb2020_miiko_v1.10_.png,4478,124.0
convo.casa,https://convo.casa,General-purpose Mastodon instance for everyone.,https://b.convo.casa/site_uploads/files/000/000/001/@1x/8fbbcaea85cd16a3.png,4468,281.0
lor.sh,https://lor.sh,lor.sh is yet another mastodon instance.,https://s3.eu-central-1.wasabisys.com/lor-sh/lor-sh/site_uploads/files/000/000/003/@1x/4c5a882fb11c7c0b.png,4354,460.0
pouet.chapril.org,https://pouet.chapril.org,"Chapril https://www.chapril.org, membre du collectif CHATONS https://www.chatons.org, est un projet de l'April https://www.april.org",https://pouet.chapril.org/system/site_uploads/files/000/000/003/@1x/5d0341b91aa4bb4b.png,4324,890.0
kinkyelephant.com,https://kinkyelephant.com,"A kinky community for fetish models, photographers, producers and fans. ",https://kinkyelephant.com/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,4283,171.0
witches.live,https://witches.live,"A witchy space for most any face! Whether a witch or a witch-respecter, join the coven that is free of fash, TERFs, feds, and bigots",https://media.witches.live/wasabi.witches/site_uploads/files/000/000/001/original/Witches_banner.PNG,4273,475.0
muenster.im,https://muenster.im,Aus Münster für Münster und für alle anderen netten Menschen.,https://muenster.im/system/site_uploads/files/000/000/007/@1x/3127f02459b91914.png,4244,477.0
ichiji.social,https://ichiji.social,一次創作者たちが安心して交流できる場を作るために開設されたMastodonサーバーです。イラスト・漫画・小説・詩・ゲーム・音楽・映像など、幅広い分野で一次創作をする「作り手」たち、一次創作作品が好きな「読み手」たちのための交流の場を目指しています。,https://s3-media.hostdon.ne.jp/m136/site_uploads/files/000/000/001/@1x/5837f1c4d0c89a76.png,4240,162.0
wien.rocks,https://wien.rocks,"Fediverse/Mastodon Instanz für und aus Wien.
Spenden kannst du hier: https://paulatothepeople.eu/donations
",https://wien.rocks/system/site_uploads/files/000/000/002/@1x/b92311dcc2e73131.png,4180,643.0
linuxrocks.online,https://linuxrocks.online,Linux geeks doing what Linux geeks do...,https://linuxrocks.online/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,4144,302.0
sociale.network,https://sociale.network,"Sociale.network è un ambiente di confronto per pacifisti, anarcolibertari, ecologisti, antimilitaristi, antirazzisti, antifascisti e ogni altro genere di persone che sogna un mondo pulito e solidale",https://cdn.sociale.network/site_uploads/files/000/000/004/@1x/0b338b796302e8e1.png,4104,263.0
pet123.club,https://pet123.club,,https://pet123.club/packs/media/images/preview-9a17d32fc48369e8ccd910a75260e67d.jpg,4084,2.0
todon.eu,https://todon.eu,"Radical leftist anti-authoritarian server. For anarchists, socialists, (climate) activists, LGBTQIA+, anti-racists, anti-fascists, anti-capitalists, intersectionalists, vegans, human rights, etc.",https://todon.eu/system/site_uploads/files/000/000/005/@1x/261df5b0497950eb.png,4080,542.0
1234.as,https://1234.as,"本站话题休闲取向，欢迎使用。以下类型用户请勿注册：激进民运人士、左翼爱国者、网络评论员。
<br><br>
访客查看账户公共页面 (1234.as/@username) 仅显示 10 条最新嘟文，如果需要查看更多，请关注或登录。",https://files.1234.network/mastodon/site_uploads/files/000/000/003/original/1234.as_-_2020-12-16_20-33-20.png,4059,
mastodon.com.py,https://mastodon.com.py,Primer servidor federado de Mastodon en Paraguay: todos los latinos y hablantes de español bienvenidos!,https://media.mastodon.com.py/userdata.mastodon.com.py/site_uploads/files/000/000/001/@1x/9075536a6328aadf.png,4048,103.0
artsio.com,https://artsio.com,Artsio is a creativity and art focused community on the fediverse.,https://files.artsio.com/site_uploads/files/000/000/001/@1x/81f7c8ed2b482c42.png,3943,181.0
bark.lgbt,https://bark.lgbt,"Furry focused instance for critters that like to bark!
LGBTQ+ run and friendly, active moderation",https://media.bark.lgbt/site_uploads/files/000/000/001/@1x/f6c315f984c117d7.png,3941,320.0
moth.social,https://moth.social,Welcome to Moth.social. Please contact info@moth.social for inquiries related to the operation of the moth.social server.,https://s3-us-west-2.amazonaws.com/moth-social/site_uploads/files/000/000/002/@1x/e65571e83cbee131.png,3910,408.0
vmst.io,https://vmst.io,"vmst·io is Mastodon for respectful technologists, geeks and nerds of every type and stripe. Highly available, well moderated, privacy focused, and community minded.",https://cdn.vmst.io/site_uploads/files/000/000/046/@1x/c7f1365889c0e28d.png,3855,411.0
mastodon.zaclys.com,https://mastodon.zaclys.com,La place de village francophone familiale,https://mastodon.zaclys.com/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,3850,488.0
phpc.social,https://phpc.social,"A server for PHP programmers & friends. Join us for discussions on the PHP programming language, frameworks, packages, tools, open source, tech, life, and more.",https://media.phpc.social/site_uploads/files/000/000/007/@1x/9fe5e9fe64020e1e.png,3811,794.0
social.targaryen.house,https://social.targaryen.house,,https://social.targaryen.house/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,3787,40.0
bear.community,https://bear.community,"<em>Bear.community</em> is a 18+ only Mastodon server for <em>bears, chubbies and chasers.</em>",https://bear.community/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,3777,60.0
freeatlantis.com,https://freeatlantis.com,,https://freeatlantis.com/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,3657,248.0
dingdash.com,https://dingdash.com,,https://dingdash.com/packs/media/images/preview-9a17d32fc48369e8ccd910a75260e67d.jpg,3645,91.0
gensokyo.social,https://gensokyo.social,"A generalistic mastodon instance seeking to host Touhou (and other shootemup) fans!
",https://pool.jortage.com/gensokyosocial/site_uploads/files/000/000/001/@1x/4a2cefb76f206ce7.png,3638,66.0
dresden.network,https://dresden.network,"Dresden.Network ist eine Mastodon Instanz für alle aus Dresden und Umgebung,dennoch offen für alle.",https://dresden.s3proxy.de/site_uploads/files/000/000/007/@1x/e0ddb64e805d991d.png,3608,598.0
pettingzoo.co,https://pettingzoo.co,A chill instance run by some queer leaning gay dudes. Come enjoy the Petting Zoo. Fuzzies welcome. (18+),https://ptzo-masto-pettingzoo.sfo3.cdn.digitaloceanspaces.com/site_uploads/files/000/000/003/@1x/b1d5646b2b4d36d9.png,3559,358.0
mastodonbooks.net,https://mastodonbooks.net,"We are 'the' book-dedicated space on Mastodon. If you are an avid reader, an author, a librarian, a bookstore, a publisher or just a nice person and you love books? Then, this is home 🥰",https://s3.us-east-1.wasabisys.com/mastodon-books/site_uploads/files/000/000/011/@1x/0754cb142903045f.png,3548,304.0
writing.exchange,https://writing.exchange,"A small, intentional community for poets, authors, and every kind of writer.",https://writing.exchange/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,3519,547.0
fgc.network,https://fgc.network,,https://s3.wasabisys.com/fgc-network-media/6882de6edaf23744e43e1fd2cd91338a7af0aedca6797b4bf3b70123919ef234.png,3492,
wandering.shop,https://wandering.shop,"The Wandering Shop is an instance initially geared for the science fiction and fantasy community, but open to anyone. Our local timeline should have the feel of a coffee shop at a good convention.",https://wandering.shop/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,3490,1241.0
genomic.social,https://genomic.social,A Mastodon server for the Genomic Science Community.,https://cdn.masto.host/genomicsocial/site_uploads/files/000/000/003/@1x/525dd0913f571c49.png,3467,667.0
sciences.social,https://sciences.social,A place for social scientists to discuss their work and the world using the free & open Mastodon software. Please include your name and role in social science when signing up.,https://cdn.masto.host/sciencessocial/site_uploads/files/000/000/006/@1x/3674d2242f7362a6.png,3465,897.0
yiff.life,https://yiff.life,Yiff.Life is oriented towards those in the furry and LGBTQA+ communities.,https://cdn.yiff.life/site_uploads/files/000/000/003/@1x/e117b222f3da9ecd.png,3415,556.0
mastodon-belgium.be,https://mastodon-belgium.be,This server is provided free of charge to all Mastodon users but aims specifically at users in Belgium.,https://mastodon-belgium.be/system/site_uploads/files/000/000/002/@1x/0e8bdbbf074c1316.png,3410,532.0
shitposter.club,https://shitposter.club,,https://shitposter.club/instance/thumbnail.jpeg,3383,
bgme.me,https://bgme.me,一个中文长毛象(Mastodon)实例。,https://bgme.me/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,3355,24.0
todon.nl,https://todon.nl,"Radicaal linkse anti-autoritaire server. Voor anarchisten, socialisten, (klimaat)activisten, LHBTQIA+, antiracisten, antifascisten, antikapitalisten, intersectionelen, veganisten, mensenrechten, enz.",https://todon.nl/system/site_uploads/files/000/000/004/@1x/297e509bc8a81f62.png,3322,336.0
photog.social,https://photog.social,"A place for your photos and banter. Photog first is our motto

Please refer to the site rules before posting.",https://cdn.masto.host/photog/site_uploads/files/000/000/003/@1x/20160817_1231200458_Edit-8554.png,3313,379.0
masto.nobigtech.es,https://masto.nobigtech.es,"Servidor de Mastodon del proyecto nobigtech.es, se aloja en Bilbao, Euskal Herria. Temas generales, políticas de izquierdas.",https://masto.nobigtech.es/system/site_uploads/files/000/000/002/@1x/714d68fc7815611c.png,3281,263.0
qdon.space,https://qdon.space,퀴어 친화적인 마스토돈 인스턴스입니다. 퀴어들이 마음 놓고 이용할 수 있는 안전한 공간을 목적으로 개설되었습니다.,https://bucket.qdon.space/site_uploads/files/000/000/001/@1x/ee141fbfc6e25d9a.png,3277,369.0
rubber.social,https://rubber.social,"Be pervy, be kind. A kink, gear, and BDSM-friendly Mastodon instance.",https://rubber-social-media.s3.us-east-2.amazonaws.com/site_uploads/files/000/000/002/@1x/1962f22c5d5b0375.png,3268,520.0
mastoturk.org,https://mastoturk.org,mastoturk.orggenel amaçlı bir Türkçe Mastodon sunucusudur. Popüler Türk Twitter hesapları yansılanmaktadır. Siz de kendi hesabınızı oluşturabilirsiniz.,https://mastoturk.org/system/site_uploads/files/000/000/002/@1x/f0adf1538eed4903.png,3252,130.0
donphan.social,https://donphan.social,"This generalist Mastodon server welcomes enthusiasts of the Pokémon franchise, to talk about it or anything else. Join the federation!",https://pool.jortage.com/donphansocial/site_uploads/files/000/000/003/@1x/672f206b857787aa.png,3239,147.0
fulda.social,https://fulda.social,Öffentliche Mastodon Instanz von dasnetzundich.de. Frei für alle die Spass an Mastodon haben und die eine andere Art des sozialen Netzwerks erleben wollen. Info für Gmail Nutzer: nutzt @googlemail.com,https://fulda.social/system/site_uploads/files/000/000/003/@1x/CC_Express_20220103_2305450.2606864505114155.png,3208,233.0
mastodon.chasem.dev,https://mastodon.chasem.dev,"mastodon.chasem.dev is a community centered around video games and a social network for gamers to connect with each other, discuss their favorite games, and share gaming-related content. This Mastodon community serves as a welcoming and supportive space for gamers to connect, share, and have fun. Join the cord @ https://discord.gg/6BktnXEnkV",https://mastodon.chasem.dev/system/site_uploads/files/000/000/006/@1x/1.png,3201,111.0
mastodon.berlin,https://mastodon.berlin,"MIT ÖKOSTROM BETRIEBEN´:
Erste Instanz, wenn dir Berliner Luft nicht reicht...!",https://berlin.s3proxy.de/site_uploads/files/000/000/006/@1x/ac629504216c76c7.png,3188,314.0
rheinneckar.social,https://rheinneckar.social,"Das soziale Netzwerk für die Rhein-Neckar-Region im Fediverse. Mannheim, Heidelberg, Ludwigshafen und alles drumherum.",https://cdn.rheinneckar.social/site_uploads/files/000/000/003/@1x/9d85978495b28426.png,3184,448.0
tabletop.social,https://tabletop.social,We are an inclusive Mastodon community for everything tabletop (and more).,https://storage.gra.cloud.ovh.net/v1/AUTH_011f6e315d3744d498d93f6fa0d9b5ee/tabletop/site_uploads/files/000/000/002/@1x/6016d226418a579b.png,3148,478.0
liker.social,https://liker.social,Decentralized microblogs based on LikeCoin & Mastodon and help you take back your own community.,https://dplsgtvuyo356.cloudfront.net/site_uploads/files/000/000/001/@1x/685155741e0d4417.png,3138,292.0
metapixl.com,https://metapixl.com,Metapixl.com a general purpose Pixelfed instance.,https://metapixl.com/storage/headers/default.jpg,3113,
climatejustice.rocks,https://climatejustice.rocks,"Welcome to this official Fediverse instance for climate justice activists.

See https://climatejustice.global for climatejustice groups

Donations: https://paulatothepeople.eu/donations",https://climatejustice.rocks/system/site_uploads/files/000/000/001/@1x/b2e4853c635efb52.png,3074,346.0
pixey.org,https://pixey.org,"Pixey is an image sharing platform, an ethical alternative to centralized platforms build with ActivityPub!",https://pixey.org/storage/headers/bo85sJIc2xY0Y2IVD4TTe2FRNbi4B6mTHecmgKCx.jpg,3072,
tooot.im,https://tooot.im,"Tooot.im, a Mastodon instance (He | En mostly)
רשת מסטודון עברית | חופשית משיקולים תאגידיים | פדרטיבית עם הFediverse
",https://cdn.masto.host/tooot/site_uploads/files/000/000/002/@1x/7a0abc00ce972557.png,3027,477.0
xarxa.cloud,https://xarxa.cloud,"Un node més al Fedivers amb l'objectiu d'agrupar col·lectius socials.
Un nodo más en el Fediverso con el objetivo de agrupar colectivos sociales.
No guardamos tus datos. No guardamos logs.",https://media.xarxa.cloud/site_uploads/files/000/000/004/@1x/0c91926d615d8ccf.png,3016,208.0
journa.host,https://journa.host,Journa.host is a reliable home for journalists on Mastodon.,https://journa.host/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,3001,628.0
mastodon.elte.hu,https://mastodon.elte.hu,"ELTE-seknek tudományról, művészetről, szakmáról, hobbiról, egyetemi életről...
For ELTE university people on science, art, profession, hobby, university life...",https://mastodon.elte.hu/system/site_uploads/files/000/000/008/@1x/9b71c7f6fb28e879.png,2981,21.0
lile.cl,https://lile.cl,"Servidor chileno de Mastodon cuyo nombre hace referencia a un ave nativa del país. Aspiramos a ser una comunidad acogedora y respetuosa de la privacidad de nuestros usuarios.

Banner por Marcisol",https://lile.cl/system/site_uploads/files/000/000/005/@1x/877f7d9c81d94e15.png,2977,327.0
glindr.org,https://glindr.org,,https://glindr.org/instance/thumbnail.jpeg,2922,
toot.cafe,https://toot.cafe,A Mastodon instance mostly populated by folks interested in web design and development.,https://assets.toot.cafe/site_uploads/files/000/000/001/@1x/a364cba5b7691755.png,2897,225.0
obo.sh,https://obo.sh,We federate with all servers: we don't block any servers,https://obo.sh/system/site_uploads/files/000/000/002/@1x/a49ef24c8b722a04.png,2887,887.0
cybre.space,https://cybre.space,"<strong>the mastodon instance at cybre.space is retired</strong><br/>
<br/>
see the end-of-life plan for details: https://cybre.space/~chr/cybre-space-eol",https://cybre.ams3.digitaloceanspaces.com/site_uploads/files/000/000/001/original/header-cybre_preview.jpg,2841,345.0
